Country,Period,Payload YoY %,Freight Income YoY %,Source ID,Source Name,Source URL,Evidence Type,Confidence,Status,Retrieved At,Parser
South Africa,2026-03,1.6,4.4,ZA-STATS-P7162-MAR26,Statistics South Africa,https://www.statssa.gov.za/publications/P7162/P7162March2026.pdf,Government,A,VERIFIED,2026-08-27 00:00 UTC,seed_official
